customer_id,age,gender,province,district_type,sim_type,tenure_days,calls_min_30d,sms_count_30d,data_gb_30d,night_usage_pct,last_recharge_days_ago,avg_recharge_amount_npr,recharge_count_30d,signal_strength_dbm,call_drop_rate,avg_data_speed_mbps,num_complaints_30d,avg_resolution_time_hours,data_pack_active,voice_pack_active,vas_active,roaming_active,usage_drop_pct,recharge_drop_pct,inactive_days,churn
NP-CUST-02611,35,Female,Koshi,Jhapa,Prepaid,2190,644,8,12.22,16.08,24,200,2,-72,0.16,50,0,0,1,1,0,0,0,0,20,0
NP-CUST-02612,26,Male,Bagmati,Kathmandu,Postpaid,2430,582,4,10.06,13.24,27,1000,1,-84,1.2,50,0,0,1,1,1,0,0,0,25,1
NP-CUST-02613,70,Male,Madhesh,Parsa,Prepaid,3570,694,3,1.58,2.08,21,50,3,-74,0.29,50,0,0,0,4,0,0,0,0,15,1
NP-CUST-02614,66,Female,Gandaki,Kaski,Prepaid,2610,468,2,5.41,7.12,24,200,2,-82,1.28,50,0,0,0,2,0,0,0,0,20,0
NP-CUST-02615,70,Male,Lumbini,Kapilvastu,Prepaid,360,682,3,1.57,2.07,27,500,1,-74,0.29,50,0,0,1,0,0,0,0,0,25,0
NP-CUST-02616,52,Male,Gandaki,Kaski,Prepaid,1350,659,2,4.11,5.41,18,50,4,-78,0.61,50,0,0,0,1,0,0,0,0,10,0
NP-CUST-02617,50,Male,Lumbini,Banke,Prepaid,1170,511,2,7.59,9.99,21,500,3,-80,0.98,50,0,0,0,0,0,1,0,0,15,0
NP-CUST-02618,70,Male,Lumbini,Kapilvastu,Prepaid,990,601,6,4.85,6.38,21,500,3,-74,0.33,50,0,0,0,3,0,0,0,0,15,1
NP-CUST-02619,54,Female,Madhesh,Dhanusha,Prepaid,1500,674,6,8.5,11.18,24,200,2,-78,0.59,50,0,0,0,0,0,0,0,0,20,0
NP-CUST-02620,33,Male,Bagmati,Lalitpur,Prepaid,1380,600,2,3.66,4.82,21,500,3,-72,0.17,50,0,0,0,0,1,0,0,0,15,0
NP-CUST-02621,46,Female,Karnali,Salyan,Prepaid,1680,559,7,13.15,17.3,18,200,4,-74,0.36,50,0,0,0,4,0,0,0,0,10,0
NP-CUST-02622,56,Female,Karnali,Surkhet,Prepaid,2490,588,5,7.63,10.04,21,200,3,-74,0.34,50,0,0,1,4,0,0,0,0,15,0
NP-CUST-02623,44,Male,Karnali,Surkhet,Prepaid,2700,533,7,9.43,12.41,24,500,2,-72,0.19,50,0,0,0,1,0,0,0,0,20,0
NP-CUST-02624,34,Female,Gandaki,Tanahu,Prepaid,3510,679,2,7.33,9.64,27,50,1,-78,0.59,45,1,24,0,4,0,0,0,0,25,0
NP-CUST-02625,70,Male,Gandaki,Syangja,Prepaid,2430,436,3,3.3,4.34,18,50,4,-78,0.92,50,0,0,0,1,0,0,0,0,10,0
NP-CUST-02626,66,Female,Bagmati,Kavre,Postpaid,3210,650,5,2.89,3.8,27,1000,1,-76,0.46,50,0,0,1,2,1,0,0,0,25,0
NP-CUST-02627,54,Male,Bagmati,Kathmandu,Prepaid,1290,654,4,11.02,14.5,18,200,4,-78,0.61,50,0,0,0,4,0,0,0,0,10,0
NP-CUST-02628,31,Female,Bagmati,Kavre,Prepaid,2550,484,3,9.64,12.68,18,200,4,-78,0.82,45,1,24,0,1,0,0,0,0,10,0
NP-CUST-02629,29,Male,Madhesh,Dhanusha,Prepaid,1920,711,6,12.05,15.86,27,500,1,-72,0.14,50,0,0,0,2,1,0,0,0,25,0
NP-CUST-02630,59,Male,Bagmati,Kathmandu,Prepaid,1290,504,7,28.91,38.04,24,500,2,-78,0.79,45,1,24,1,3,0,0,0,0,20,0
NP-CUST-02631,46,Female,Bagmati,Kathmandu,Prepaid,1770,553,5,41.03,53.99,27,500,1,-80,0.9,50,0,0,0,4,1,0,0,0,25,0
NP-CUST-02632,39,Female,Madhesh,Bara,Prepaid,1680,562,5,0.94,1.24,27,500,1,-78,0.71,50,0,0,1,4,0,0,0,0,25,0
NP-CUST-02633,64,Male,Lumbini,Banke,Prepaid,1740,779,7,0.1,0.13,24,50,2,-74,0.26,50,0,0,0,0,0,0,0,0,20,0
NP-CUST-02634,42,Male,Lumbini,Banke,Prepaid,2160,788,4,21.2,27.89,27,50,1,-76,0.38,50,0,0,1,4,1,0,0,0,25,1
NP-CUST-02635,65,Female,Bagmati,Kavre,Prepaid,3030,635,3,11.83,15.57,21,500,3,-78,0.63,50,0,0,0,2,0,0,0,0,15,0
NP-CUST-02636,49,Female,Gandaki,Syangja,Prepaid,1950,440,7,11.34,14.92,21,500,3,-74,0.45,50,0,0,1,4,1,0,0,0,15,1
NP-CUST-02637,63,Female,Bagmati,Kavre,Prepaid,630,823,3,7.85,10.33,27,50,1,-74,0.24,50,0,0,1,2,0,0,0,0,25,0
NP-CUST-02638,47,Female,Bagmati,Kavre,Prepaid,1770,613,4,6.48,8.53,27,200,1,-70,0.0,50,0,0,0,1,0,0,0,0,25,0
NP-CUST-02639,52,Female,Bagmati,Chitwan,Prepaid,3210,672,6,12.43,16.36,27,100,1,-76,0.45,50,0,0,0,3,0,0,0,0,25,0
NP-CUST-02640,45,Female,Gandaki,Kaski,Prepaid,1230,700,8,18.0,23.68,27,500,1,-80,0.71,50,0,0,1,1,1,0,0,0,25,0
NP-CUST-02641,63,Male,Madhesh,Dhanusha,Prepaid,3330,587,5,32.08,42.21,27,200,1,-78,0.68,50,0,0,0,3,0,0,0,0,25,1
NP-CUST-02642,53,Male,Bagmati,Bhaktapur,Prepaid,870,713,3,3.28,4.32,18,100,4,-84,0.98,50,0,0,0,4,0,0,0,0,10,1
NP-CUST-02643,43,Female,Sudurpashchim,Kanchanpur,Prepaid,2280,679,7,3.32,4.37,18,500,4,-80,0.74,50,0,0,1,3,0,0,0,0,10,0
NP-CUST-02644,63,Female,Madhesh,Bara,Prepaid,3090,550,2,16.58,21.82,24,200,2,-80,0.91,50,0,0,0,3,0,0,0,0,20,0
NP-CUST-02645,42,Male,Bagmati,Kathmandu,Prepaid,930,511,6,5.61,7.38,21,200,3,-86,1.56,50,0,0,1,3,0,0,0,0,15,0
NP-CUST-02646,29,Male,Bagmati,Chitwan,Prepaid,1650,465,3,0.66,0.87,21,500,3,-80,1.07,50,0,0,0,4,0,0,0,0,15,0
NP-CUST-02647,41,Female,Bagmati,Bhaktapur,Prepaid,3480,579,6,0.4,0.53,21,500,3,-76,0.52,50,0,0,1,4,0,0,0,0,15,0
NP-CUST-02648,39,Male,Madhesh,Bara,Prepaid,510,485,7,21.29,28.01,24,50,2,-74,0.41,45,1,24,1,2,1,0,0,0,20,0
NP-CUST-02649,35,Male,Karnali,Surkhet,Postpaid,3570,712,4,18.07,23.78,27,1000,1,-74,0.28,40,2,24,0,0,0,0,0,0,25,0
NP-CUST-02650,67,Male,Madhesh,Dhanusha,Prepaid,2970,524,10,3.98,5.24,24,50,2,-76,0.57,50,0,0,1,4,0,0,0,0,20,0
NP-CUST-02651,19,Male,Gandaki,Tanahu,Prepaid,840,550,2,9.51,12.51,27,100,1,-82,1.09,50,0,0,1,1,0,0,0,0,25,0
NP-CUST-02652,22,Male,Sudurpashchim,Kailali,Prepaid,3450,523,6,10.3,13.55,18,100,4,-78,0.76,50,0,0,0,2,0,0,0,0,10,0
NP-CUST-02653,50,Male,Karnali,Surkhet,Prepaid,2040,435,7,4.54,5.97,27,200,1,-76,0.69,45,1,24,0,3,0,0,0,0,25,1
NP-CUST-02654,54,Male,Koshi,Morang,Prepaid,720,628,3,10.57,13.91,21,500,3,-76,0.48,50,0,0,0,0,0,0,0,0,15,0
NP-CUST-02655,23,Female,Gandaki,Kaski,Prepaid,1020,806,6,3.56,4.68,21,200,3,-74,0.25,50,0,0,0,2,0,0,0,0,15,0
NP-CUST-02656,67,Male,Bagmati,Kathmandu,Postpaid,210,407,5,7.66,10.08,27,1000,1,-72,0.25,50,0,0,0,4,1,0,0,0,25,0
NP-CUST-02657,38,Female,Sudurpashchim,Kanchanpur,Prepaid,330,538,2,2.07,2.72,18,100,4,-72,0.19,50,0,0,0,0,1,0,0,0,10,0
NP-CUST-02658,22,Female,Koshi,Sunsari,Prepaid,1770,755,4,20.04,26.37,18,200,4,-78,0.53,50,0,0,1,0,1,0,0,0,10,0
NP-CUST-02659,52,Male,Gandaki,Syangja,Postpaid,2040,708,2,0.5,0.66,27,1000,1,-74,0.28,50,0,0,0,2,0,0,0,0,25,0
NP-CUST-02660,36,Female,Madhesh,Parsa,Prepaid,390,638,7,12.17,16.01,24,100,2,-74,0.31,50,0,0,1,0,0,0,0,0,20,0
NP-CUST-02661,47,Male,Bagmati,Kathmandu,Prepaid,2010,504,7,6.03,7.93,24,50,2,-72,0.2,50,0,0,0,1,0,0,0,0,20,0
NP-CUST-02662,25,Female,Bagmati,Kathmandu,Prepaid,1920,704,4,1.93,2.54,18,100,4,-72,0.14,45,1,24,0,0,0,0,0,0,10,0
NP-CUST-02663,25,Male,Bagmati,Lalitpur,Prepaid,2820,403,2,0.23,0.3,18,200,4,-80,1.24,50,0,0,0,0,0,0,0,0,10,0
NP-CUST-02664,62,Female,Gandaki,Tanahu,Prepaid,450,738,2,9.6,12.63,21,100,3,-78,0.54,50,0,0,0,4,0,0,0,0,15,0
NP-CUST-02665,62,Female,Sudurpashchim,Kailali,Prepaid,2280,639,3,0.45,0.59,24,100,2,-74,0.31,45,1,24,0,4,0,0,0,0,20,1
NP-CUST-02666,68,Male,Bagmati,Lalitpur,Prepaid,300,718,6,1.57,2.07,21,100,3,-74,0.28,50,0,0,0,0,1,0,0,0,15,0
NP-CUST-02667,22,Male,Bagmati,Kavre,Prepaid,1080,700,5,5.64,7.42,24,500,2,-76,0.43,50,0,0,0,1,0,0,0,0,20,0
NP-CUST-02668,55,Female,Koshi,Jhapa,Prepaid,3480,720,6,2.93,3.86,24,50,2,-76,0.42,50,0,0,1,2,0,0,0,0,20,1
NP-CUST-02669,20,Female,Bagmati,Chitwan,Prepaid,3270,515,3,2.75,3.62,24,500,2,-76,0.58,50,0,0,0,3,0,0,0,0,20,0
NP-CUST-02670,43,Male,Bagmati,Bhaktapur,Prepaid,2430,642,4,20.72,27.26,27,50,1,-82,0.93,50,0,0,0,4,1,0,0,0,25,0
NP-CUST-02671,67,Female,Gandaki,Kaski,Prepaid,1500,807,7,11.83,15.57,18,200,4,-76,0.37,50,0,0,0,2,0,0,0,0,10,0
NP-CUST-02672,39,Male,Lumbini,Kapilvastu,Prepaid,1110,837,3,9.87,12.99,21,200,3,-76,0.36,50,0,0,0,4,1,0,0,0,15,1
NP-CUST-02673,40,Female,Lumbini,Kapilvastu,Postpaid,750,707,3,8.58,11.29,27,1000,1,-76,0.42,50,0,0,1,4,0,0,0,0,25,0
NP-CUST-02674,70,Male,Bagmati,Kathmandu,Prepaid,2730,526,3,10.15,13.36,24,50,2,-76,0.57,50,0,0,0,3,0,0,0,0,20,0
NP-CUST-02675,26,Female,Gandaki,Kaski,Prepaid,270,492,3,21.33,28.07,24,500,2,-76,0.61,50,0,0,0,3,0,0,0,0,20,0
NP-CUST-02676,61,Male,Karnali,Salyan,Prepaid,2940,773,3,20.86,27.45,21,50,3,-76,0.39,45,1,24,0,1,0,0,0,0,15,0
NP-CUST-02677,64,Male,Gandaki,Kaski,Prepaid,2940,719,3,2.67,3.51,24,500,2,-74,0.28,50,0,0,1,1,0,0,0,0,20,0
NP-CUST-02678,63,Male,Bagmati,Lalitpur,Prepaid,480,625,6,6.34,8.34,24,200,2,-72,0.16,50,0,0,0,3,0,0,0,0,20,0
NP-CUST-02679,67,Male,Gandaki,Tanahu,Prepaid,3540,590,9,12.63,16.62,24,200,2,-78,0.68,50,0,0,0,2,0,0,0,0,20,0
NP-CUST-02680,59,Female,Karnali,Surkhet,Postpaid,3420,474,6,3.47,4.57,27,1000,1,-80,1.05,50,0,0,0,2,0,0,0,0,25,0
NP-CUST-02681,41,Male,Bagmati,Chitwan,Postpaid,1440,700,6,4.37,5.75,27,1000,1,-74,0.29,50,0,0,0,3,0,0,0,0,25,0
NP-CUST-02682,51,Female,Bagmati,Bhaktapur,Prepaid,960,503,4,0.69,0.91,21,200,3,-70,0.0,45,1,24,0,2,0,0,0,0,15,0
NP-CUST-02683,66,Male,Lumbini,Kapilvastu,Prepaid,1470,627,4,5.1,6.71,24,200,2,-70,0.0,50,0,0,0,2,0,0,0,0,20,1
NP-CUST-02684,27,Male,Gandaki,Syangja,Prepaid,1710,621,3,0.12,0.16,27,50,1,-74,0.32,50,0,0,1,2,0,0,0,0,25,0
NP-CUST-02685,28,Male,Madhesh,Bara,Prepaid,1380,548,3,14.2,18.68,27,100,1,-80,0.91,50,0,0,0,0,0,0,0,0,25,1
NP-CUST-02686,29,Male,Koshi,Sunsari,Prepaid,1020,580,5,3.5,4.61,24,200,2,-76,0.52,50,0,0,0,1,0,0,0,0,20,1
NP-CUST-02687,24,Male,Bagmati,Chitwan,Postpaid,1710,567,5,6.64,8.74,27,1000,1,-78,0.7,50,0,0,0,0,1,0,0,0,25,1
NP-CUST-02688,29,Male,Sudurpashchim,Kailali,Prepaid,120,481,5,1.14,1.5,18,50,4,-78,0.83,50,0,0,0,3,1,0,0,0,10,1
NP-CUST-02689,30,Male,Bagmati,Kavre,Prepaid,1440,861,4,12.35,16.25,21,500,3,-78,0.46,50,0,0,0,4,0,0,0,0,15,0
NP-CUST-02690,38,Male,Madhesh,Bara,Prepaid,840,740,9,15.08,19.84,18,500,4,-76,0.4,50,0,0,0,2,0,0,0,0,10,0
NP-CUST-02691,51,Female,Bagmati,Chitwan,Prepaid,2970,625,4,31.82,41.87,24,500,2,-74,0.32,50,0,0,0,2,0,0,0,0,20,0
NP-CUST-02692,54,Female,Bagmati,Kathmandu,Prepaid,1890,634,6,32.06,42.18,21,100,3,-74,0.31,50,0,0,0,4,1,0,0,0,15,1
NP-CUST-02693,43,Male,Bagmati,Lalitpur,Prepaid,3060,813,1,3.33,4.38,18,500,4,-80,0.61,50,0,0,0,1,0,0,0,0,10,0
NP-CUST-02694,24,Male,Bagmati,Kavre,Postpaid,3390,557,4,16.13,21.22,27,1000,1,-74,0.36,50,0,0,0,3,0,0,0,0,25,0
NP-CUST-02695,28,Female,Bagmati,Kavre,Prepaid,1170,677,4,7.01,9.22,18,100,4,-74,0.29,50,0,0,0,0,0,0,0,0,10,0
NP-CUST-02696,32,Female,Gandaki,Kaski,Postpaid,690,633,2,13.83,18.2,27,1000,1,-72,0.16,45,1,24,0,0,1,0,0,0,25,0
NP-CUST-02697,42,Female,Gandaki,Syangja,Prepaid,2190,531,7,12.7,16.71,18,500,4,-76,0.56,45,1,24,0,1,1,0,0,0,10,0
NP-CUST-02698,40,Male,Bagmati,Chitwan,Prepaid,3150,664,1,40.02,52.66,21,500,3,-80,0.75,50,0,0,1,4,1,0,0,0,15,0
NP-CUST-02699,52,Female,Koshi,Jhapa,Prepaid,210,701,2,8.37,11.01,21,50,3,-78,0.57,45,1,24,0,0,0,0,0,0,15,1
NP-CUST-02700,64,Female,Gandaki,Syangja,Prepaid,3270,639,2,17.98,23.66,27,200,1,-70,0.0,50,0,0,1,2,1,0,0,0,25,0
NP-CUST-02701,36,Female,Gandaki,Tanahu,Prepaid,2250,538,4,3.58,4.71,18,500,4,-84,1.3,50,0,0,0,0,0,0,0,0,10,0
NP-CUST-02702,25,Female,Bagmati,Kathmandu,Postpaid,2040,552,3,4.85,6.38,27,1000,1,-74,0.36,50,0,0,1,3,0,0,0,0,25,0
NP-CUST-02703,43,Male,Lumbini,Kapilvastu,Prepaid,480,801,3,0.17,0.22,18,50,4,-76,0.37,50,0,0,0,3,0,0,0,0,10,0
NP-CUST-02704,55,Male,Bagmati,Bhaktapur,Prepaid,330,755,4,15.14,19.92,27,200,1,-80,0.66,50,0,0,1,4,0,0,0,0,25,0
NP-CUST-02705,47,Female,Bagmati,Kathmandu,Prepaid,2160,586,3,14.98,19.71,24,500,2,-72,0.17,50,0,0,0,1,1,0,0,0,20,0
NP-CUST-02706,63,Female,Lumbini,Kapilvastu,Prepaid,1440,549,3,12.37,16.28,18,200,4,-76,0.55,50,0,0,0,3,1,0,0,0,10,0
NP-CUST-02707,51,Male,Karnali,Salyan,Prepaid,2760,664,4,11.44,15.05,27,50,1,-76,0.45,50,0,0,0,3,0,0,0,0,25,0
NP-CUST-02708,51,Male,Koshi,Morang,Prepaid,1770,635,3,16.93,22.28,27,200,1,-76,0.47,50,0,0,0,0,0,0,0,0,25,0
NP-CUST-02709,56,Male,Koshi,Sunsari,Prepaid,180,709,7,1.42,1.87,21,200,3,-74,0.28,45,1,24,0,1,0,0,0,0,15,0
NP-CUST-02710,54,Male,Bagmati,Kathmandu,Prepaid,540,525,5,9.92,13.05,24,50,2,-70,0.0,50,0,0,1,4,0,0,0,0,20,0
NP-CUST-02711,57,Female,Bagmati,Lalitpur,Prepaid,1260,609,3,5.3,6.97,24,100,2,-76,0.49,50,0,0,0,2,0,0,0,0,20,1
NP-CUST-02712,71,Female,Bagmati,Lalitpur,Prepaid,900,652,3,5.81,7.64,24,50,2,-72,0.15,50,0,0,1,2,0,0,0,0,20,0
NP-CUST-02713,28,Male,Bagmati,Lalitpur,Prepaid,2220,803,3,4.28,5.63,27,100,1,-84,0.87,45,1,24,1,1,1,0,0,0,25,0
NP-CUST-02714,22,Male,Koshi,Jhapa,Postpaid,210,669,5,11.31,14.88,27,1000,1,-76,0.45,50,0,0,0,2,0,0,0,0,25,0
NP-CUST-02715,63,Male,Gandaki,Syangja,Prepaid,450,700,3,0.6,0.79,21,200,3,-74,0.29,50,0,0,1,3,0,0,0,0,15,0
NP-CUST-02716,59,Male,Karnali,Salyan,Postpaid,2430,569,3,29.17,38.38,27,1000,1,-76,0.53,50,0,0,1,3,0,0,0,0,25,0
NP-CUST-02717,45,Female,Bagmati,Bhaktapur,Postpaid,90,647,8,1.26,1.66,27,1000,1,-76,0.46,50,0,0,0,0,0,0,0,0,25,0
NP-CUST-02718,35,Female,Bagmati,Bhaktapur,Prepaid,3360,836,0,4.13,5.43,27,200,1,-74,0.24,45,1,24,1,4,0,0,0,0,25,0
NP-CUST-02719,38,Female,Lumbini,Banke,Prepaid,2460,701,5,2.22,2.92,18,100,4,-78,0.57,50,0,0,1,1,0,0,0,0,10,0
NP-CUST-02720,43,Male,Koshi,Morang,Prepaid,2820,568,5,19.15,25.2,24,500,2,-74,0.35,50,0,0,0,4,1,0,0,0,20,1
NP-CUST-02721,44,Female,Koshi,Morang,Prepaid,1350,789,1,5.13,6.75,18,50,4,-80,0.63,50,0,0,1,1,0,0,0,0,10,0
NP-CUST-02722,19,Female,Karnali,Salyan,Prepaid,1020,532,6,0.87,1.14,27,50,1,-80,0.94,50,0,0,0,3,1,0,0,0,25,0
NP-CUST-02723,67,Female,Madhesh,Bara,Prepaid,360,582,5,0.83,1.09,27,100,1,-84,1.2,50,0,0,0,3,0,0,0,0,25,0
NP-CUST-02724,54,Male,Bagmati,Bhaktapur,Prepaid,3540,520,3,75.0,98.68,27,200,1,-72,0.19,50,0,0,0,0,0,0,0,0,25,0
NP-CUST-02725,42,Male,Koshi,Jhapa,Prepaid,1650,717,4,1.86,2.45,18,200,4,-80,0.7,45,1,24,1,2,1,0,0,0,10,0
NP-CUST-02726,32,Male,Bagmati,Chitwan,Prepaid,1950,549,6,9.11,11.99,18,50,4,-72,0.18,50,0,0,0,0,0,0,0,0,10,0
NP-CUST-02727,68,Male,Bagmati,Chitwan,Prepaid,690,520,0,22.67,29.83,18,100,4,-70,0.0,50,0,0,0,4,0,0,0,0,10,0
NP-CUST-02728,19,Male,Bagmati,Lalitpur,Postpaid,3300,865,5,17.03,22.41,27,1000,1,-80,0.58,50,0,0,0,1,0,0,0,0,25,0
NP-CUST-02729,21,Male,Lumbini,Kapilvastu,Prepaid,1560,753,5,7.81,10.28,21,50,3,-74,0.27,50,0,0,0,2,0,0,0,0,15,0
NP-CUST-02730,58,Male,Madhesh,Bara,Prepaid,3030,847,3,1.41,1.86,21,500,3,-74,0.24,50,0,0,1,2,1,0,0,0,15,0
NP-CUST-02731,31,Female,Bagmati,Chitwan,Prepaid,1800,563,5,13.94,18.34,27,500,1,-72,0.18,50,0,0,0,4,0,0,0,0,25,0
NP-CUST-02732,41,Male,Bagmati,Kathmandu,Prepaid,2130,735,4,2.67,3.51,21,50,3,-80,0.68,50,0,0,0,3,0,0,0,0,15,0
NP-CUST-02733,22,Male,Bagmati,Kavre,Prepaid,3090,875,5,27.08,35.63,24,50,2,-74,0.23,50,0,0,1,3,0,0,0,0,20,0
NP-CUST-02734,29,Female,Madhesh,Bara,Prepaid,2340,731,11,0.49,0.64,24,200,2,-76,0.41,50,0,0,1,2,0,0,0,0,20,0
NP-CUST-02735,19,Female,Bagmati,Kavre,Prepaid,1290,825,8,9.59,12.62,18,100,4,-76,0.36,50,0,0,0,0,0,0,0,0,10,0
NP-CUST-02736,56,Female,Bagmati,Chitwan,Prepaid,2610,698,4,5.15,6.78,18,200,4,-74,0.29,50,0,0,1,1,0,0,0,0,10,0
NP-CUST-02737,59,Other,Lumbini,Banke,Prepaid,1470,610,7,26.36,34.68,27,50,1,-76,0.49,50,0,0,0,1,1,0,0,0,25,0
NP-CUST-02738,36,Female,Gandaki,Tanahu,Prepaid,1080,574,6,0.39,0.51,21,100,3,-74,0.35,50,0,0,0,2,0,0,0,0,15,0
NP-CUST-02739,68,Female,Sudurpashchim,Kanchanpur,Prepaid,1260,657,1,25.8,33.95,27,50,1,-78,0.61,50,0,0,0,3,1,0,0,0,25,0
NP-CUST-02740,28,Male,Bagmati,Kavre,Prepaid,270,654,3,18.61,24.49,21,100,3,-78,0.61,50,0,0,0,1,0,0,0,0,15,0
NP-CUST-02741,19,Male,Karnali,Salyan,Prepaid,1080,774,4,8.21,10.8,18,100,4,-74,0.26,50,0,0,1,1,0,0,0,0,10,0
NP-CUST-02742,35,Male,Koshi,Morang,Prepaid,3420,647,3,2.14,2.82,18,500,4,-80,0.77,50,0,0,0,2,0,0,0,0,10,0
NP-CUST-02743,18,Male,Gandaki,Syangja,Prepaid,3090,868,5,6.66,8.76,24,50,2,-74,0.23,50,0,0,0,0,0,0,0,0,20,0
NP-CUST-02744,26,Male,Gandaki,Tanahu,Postpaid,1800,560,3,5.32,7.0,27,1000,1,-76,0.53,50,0,0,0,2,0,0,0,0,25,0
NP-CUST-02745,58,Female,Bagmati,Chitwan,Prepaid,2580,717,4,14.09,18.54,21,500,3,-76,0.42,50,0,0,1,0,1,0,0,0,15,0
NP-CUST-02746,63,Female,Bagmati,Bhaktapur,Prepaid,720,470,4,18.87,24.83,21,50,3,-78,0.85,50,0,0,1,3,0,0,0,0,15,0
NP-CUST-02747,62,Female,Bagmati,Lalitpur,Prepaid,2910,554,0,5.6,7.37,21,100,3,-74,0.36,50,0,0,0,0,0,0,0,0,15,0
NP-CUST-02748,46,Male,Bagmati,Chitwan,Prepaid,3300,821,3,2.29,3.01,24,100,2,-82,0.73,50,0,0,0,4,0,0,0,0,20,0
NP-CUST-02749,54,Female,Lumbini,Kapilvastu,Prepaid,1860,657,5,0.83,1.09,21,100,3,-78,0.61,50,0,0,0,4,0,0,0,0,15,0
NP-CUST-02750,44,Female,Gandaki,Tanahu,Postpaid,2460,616,2,3.51,4.62,27,1000,1,-76,0.49,50,0,0,1,3,1,0,0,0,25,0
NP-CUST-02751,61,Male,Koshi,Jhapa,Prepaid,1110,823,6,0.63,0.83,24,200,2,-78,0.49,50,0,0,0,2,0,0,0,0,20,0
NP-CUST-02752,34,Female,Bagmati,Bhaktapur,Prepaid,3390,855,2,4.32,5.68,21,50,3,-76,0.35,50,0,0,0,2,0,0,0,0,15,0
NP-CUST-02753,67,Male,Koshi,Morang,Prepaid,510,676,4,0.71,0.93,24,200,2,-76,0.44,50,0,0,0,1,1,0,0,0,20,0
NP-CUST-02754,71,Male,Bagmati,Chitwan,Prepaid,1320,510,6,9.34,12.29,18,500,4,-72,0.2,50,0,0,0,0,0,0,0,0,10,0
NP-CUST-02755,35,Female,Koshi,Morang,Prepaid,3210,577,2,0.29,0.38,21,50,3,-74,0.35,50,0,0,1,3,0,0,0,0,15,0
NP-CUST-02756,33,Male,Bagmati,Bhaktapur,Prepaid,3480,605,5,10.16,13.37,24,500,2,-74,0.33,45,1,24,1,2,0,0,0,0,20,0
NP-CUST-02757,49,Male,Bagmati,Chitwan,Postpaid,330,517,1,10.57,13.91,27,1000,1,-72,0.19,45,1,24,1,3,0,0,0,0,25,0
NP-CUST-02758,64,Female,Bagmati,Lalitpur,Postpaid,660,541,3,1.78,2.34,27,1000,1,-78,0.74,50,0,0,0,3,0,0,0,0,25,0
NP-CUST-02759,52,Female,Bagmati,Kavre,Prepaid,1890,796,3,7.25,9.54,27,500,1,-72,0.13,50,0,0,1,0,0,0,0,0,25,0
NP-CUST-02760,43,Male,Koshi,Sunsari,Prepaid,720,771,2,2.68,3.53,18,50,4,-72,0.13,50,0,0,0,4,0,0,0,0,10,0
NP-CUST-02761,49,Male,Bagmati,Lalitpur,Prepaid,2280,376,2,9.65,12.7,27,500,1,-72,0.27,50,0,0,0,0,0,0,0,0,25,1
NP-CUST-02762,45,Male,Lumbini,Banke,Prepaid,3510,818,2,11.31,14.88,21,200,3,-72,0.12,50,0,0,0,3,1,0,0,0,15,0
NP-CUST-02763,58,Female,Bagmati,Kathmandu,Prepaid,2940,701,7,29.55,38.88,21,50,3,-76,0.43,50,0,0,0,1,0,0,0,0,15,1
NP-CUST-02764,67,Male,Lumbini,Banke,Prepaid,660,625,6,8.83,11.62,24,50,2,-72,0.16,50,0,0,0,3,0,0,0,0,20,0
NP-CUST-02765,55,Male,Bagmati,Chitwan,Postpaid,2700,595,5,19.95,26.25,27,1000,1,-88,1.51,50,0,0,0,0,0,0,0,0,25,0
NP-CUST-02766,40,Female,Koshi,Sunsari,Postpaid,2730,585,6,35.16,46.26,27,1000,1,-76,0.51,50,0,0,0,1,0,0,0,0,25,0
NP-CUST-02767,31,Female,Karnali,Surkhet,Prepaid,840,600,2,3.13,4.12,18,500,4,-74,0.33,50,0,0,0,0,1,0,0,0,10,0
NP-CUST-02768,41,Male,Bagmati,Kathmandu,Prepaid,2610,604,1,10.14,13.34,18,100,4,-76,0.5,50,0,0,0,2,1,0,0,0,10,0
NP-CUST-02769,30,Male,Koshi,Morang,Postpaid,1950,498,1,2.15,2.83,27,1000,1,-72,0.2,50,0,0,0,2,0,0,0,0,25,0
NP-CUST-02770,23,Female,Bagmati,Chitwan,Prepaid,2520,652,6,6.8,8.95,27,200,1,-78,0.61,45,1,24,0,0,0,0,0,0,25,0
NP-CUST-02771,59,Male,Madhesh,Bara,Prepaid,1830,789,6,16.13,21.22,21,500,3,-74,0.25,50,0,0,0,0,0,0,0,0,15,0
NP-CUST-02772,66,Male,Lumbini,Kapilvastu,Prepaid,1950,641,2,12.8,16.84,24,50,2,-76,0.47,50,0,0,0,2,0,0,0,0,20,0
NP-CUST-02773,22,Female,Gandaki,Kaski,Prepaid,90,479,6,7.17,9.43,18,200,4,-76,0.62,50,0,0,0,2,0,0,0,0,10,0
NP-CUST-02774,71,Male,Koshi,Jhapa,Postpaid,90,459,8,18.31,24.09,27,1000,1,-74,0.43,50,0,0,1,1,0,0,0,0,25,0
NP-CUST-02775,45,Female,Sudurpashchim,Kailali,Prepaid,1350,653,4,14.85,19.54,24,100,2,-72,0.15,50,0,0,1,3,0,0,0,0,20,0
NP-CUST-02776,71,Male,Lumbini,Banke,Prepaid,1110,693,4,13.29,17.49,21,200,3,-76,0.43,50,0,0,0,4,1,0,0,0,15,0
