customer_id,age,gender,province,district,district_type,sim_type,tenure_days,calls_min_30d,sms_count_30d,data_gb_30d,night_usage_pct,last_recharge_days_ago,avg_recharge_amount_npr,recharge_count_30d,signal_strength_dbm,call_drop_rate,avg_data_speed_mbps,num_complaints_30d,avg_resolution_time_hours,data_pack_active,voice_pack_active,vas_active,roaming_active,usage_drop_pct,recharge_drop_pct,inactive_days,monthly_bill_npr,recharge_segment,churn
NP-CUST-01958,32,Male,Koshi,Sunsari,Urban,Prepaid,540,220,9,1.91,28.0,1,200,2,-70,2.66,23.4,1,24,0,1,0,0,-4.4,6.1,2,0,Medium,0
NP-CUST-01959,18,Female,Karnali,Kalikot,Rural,Prepaid,480,25,2,1.49,13.6,4,10,9,-92,4.36,10.9,2,17,1,1,1,0,5.2,19.3,4,0,Low,0
NP-CUST-01960,34,Female,Gandaki,Manang,Rural,Prepaid,1020,40,4,0.14,24.3,0,50,4,-87,4.58,1.0,1,17,1,1,1,0,-27.9,-12.2,10,0,Low,1
NP-CUST-01961,24,Male,Gandaki,Lamjung,Semi-Urban,Prepaid,810,105,3,2.83,35.0,1,200,6,-85,2.56,7.1,1,12,1,0,0,0,-19.8,10.2,6,0,Medium,0
NP-CUST-01962,28,Male,Bagmati,Kathmandu,Urban,Prepaid,780,125,4,7.57,20.0,8,150,9,-76,2.45,15.1,0,0,1,1,0,0,-7.7,10.0,1,0,Medium,0
NP-CUST-01963,18,Female,Bagmati,Dolakha,Rural,Prepaid,1170,84,5,2.38,28.9,3,150,6,-89,3.92,1.0,2,15,1,0,0,0,-3.6,15.1,1,0,Medium,0
NP-CUST-01964,30,Male,Koshi,Morang,Urban,Prepaid,1530,40,6,3.58,32.1,2,30,7,-71,1.67,30.4,1,19,0,1,0,0,-7.4,0.5,3,0,Low,0
NP-CUST-01965,18,Female,Lumbini,Dang,Semi-Urban,Prepaid,60,127,4,4.08,34.8,10,100,5,-57,0.1,7.4,0,0,1,1,0,0,1.9,-7.7,5,0,Low,0
NP-CUST-01966,26,Female,Koshi,Taplejung,Rural,Prepaid,2040,305,3,1.62,14.4,2,300,6,-92,4.33,6.6,1,17,1,1,0,0,-4.9,7.6,4,0,Medium,0
NP-CUST-01967,24,Male,Lumbini,Dang,Semi-Urban,Prepaid,210,25,0,9.58,40.1,2,10,7,-68,2.2,9.2,1,17,1,1,0,0,18.6,-17.2,1,0,Low,0
NP-CUST-01968,27,Female,Karnali,Surkhet,Semi-Urban,Prepaid,210,37,4,18.38,11.0,1,100,2,-75,2.91,15.4,0,0,1,0,1,0,-39.7,19.6,9,0,Low,0
NP-CUST-01969,24,Female,Bagmati,Kavre,Semi-Urban,Prepaid,150,269,1,3.76,28.0,1,500,4,-98,5.97,9.1,0,0,1,0,0,0,-14.1,-12.2,4,0,High,0
NP-CUST-01970,32,Female,Bagmati,Lalitpur,Urban,Prepaid,180,39,5,11.16,28.4,4,30,7,-65,3.35,11.6,0,0,1,1,0,0,3.4,3.6,1,0,Low,0
NP-CUST-01971,41,Male,Madhesh,Mahottari,Semi-Urban,Prepaid,420,273,6,3.06,17.3,13,200,5,-100,5.27,10.4,0,0,1,1,0,0,-9.5,3.2,6,0,Medium,1
NP-CUST-01972,36,Male,Sudurpashchim,Kailali,Semi-Urban,Prepaid,270,105,1,10.12,13.3,3,100,3,-66,0.1,4.1,0,0,1,1,1,0,42.2,-6.2,5,0,Low,0
NP-CUST-01973,45,Male,Lumbini,Rolpa,Rural,Postpaid,30,186,7,1.46,10.1,0,0,0,-94,6.9,5.4,4,28,0,0,0,0,-5.7,5.2,4,500,Postpaid,1
NP-CUST-01974,27,Female,Madhesh,Rautahat,Semi-Urban,Postpaid,30,885,6,1.04,34.1,0,0,0,-86,5.07,3.6,0,0,1,1,0,0,-9.3,-4.9,5,1000,Postpaid,0
NP-CUST-01975,35,Male,Madhesh,Parsa,Semi-Urban,Prepaid,240,420,8,5.49,38.5,1,300,11,-87,5.47,7.0,0,0,0,1,1,0,0.6,4.8,3,0,Medium,0
NP-CUST-01976,36,Male,Madhesh,Saptari,Semi-Urban,Prepaid,390,235,6,1.77,7.0,1,200,4,-79,4.49,6.0,1,18,1,1,1,0,-14.4,11.2,6,0,Medium,1
NP-CUST-01977,44,Male,Bagmati,Dolakha,Rural,Prepaid,390,282,5,1.78,12.2,12,300,2,-107,8.92,4.1,3,30,1,1,1,0,-2.2,48.0,6,0,Medium,1
NP-CUST-01978,25,Male,Sudurpashchim,Kailali,Semi-Urban,Prepaid,210,30,7,11.17,29.1,10,50,6,-53,0.1,17.0,0,0,1,0,0,0,-12.8,-2.9,4,0,Low,0
NP-CUST-01979,40,Male,Lumbini,Palpa,Semi-Urban,Prepaid,210,107,5,1.31,18.7,6,150,4,-88,4.35,4.9,1,10,0,0,0,0,-9.3,-22.2,6,0,Medium,1
NP-CUST-01980,23,Male,Madhesh,Bara,Semi-Urban,Postpaid,690,376,5,3.18,36.8,0,0,0,-87,5.04,12.6,2,26,0,0,0,0,-18.0,7.0,5,1000,Postpaid,0
NP-CUST-01981,26,Male,Karnali,Humla,Rural,Prepaid,150,252,4,2.94,25.1,2,200,6,-89,3.32,8.1,1,3,0,1,0,0,4.9,16.9,3,0,Medium,0
NP-CUST-01982,28,Female,Bagmati,Lalitpur,Urban,Prepaid,270,61,6,2.35,20.2,1,50,6,-71,1.06,24.2,0,0,1,1,0,0,17.0,-14.3,2,0,Low,0
NP-CUST-01983,37,Male,Karnali,Kalikot,Rural,Prepaid,1680,74,5,1.64,1.6,6,50,3,-101,8.35,4.1,2,30,1,1,0,0,25.0,7.6,3,0,Low,0
NP-CUST-01984,21,Male,Madhesh,Mahottari,Semi-Urban,Prepaid,600,19,4,1.2,24.7,1,10,6,-86,3.0,8.3,1,24,0,0,0,0,17.8,8.3,4,0,Low,0
NP-CUST-01985,23,Male,Gandaki,Syangja,Semi-Urban,Prepaid,900,293,6,2.02,21.5,1,500,4,-88,4.99,4.7,1,29,0,0,1,0,16.0,6.3,2,0,High,0
NP-CUST-01986,26,Male,Sudurpashchim,Kailali,Semi-Urban,Prepaid,570,278,4,12.97,19.3,18,200,4,-68,1.34,2.0,0,0,1,1,0,0,-7.5,5.6,1,0,Medium,0
NP-CUST-01987,32,Male,Madhesh,Bara,Semi-Urban,Postpaid,660,889,4,10.11,20.3,0,0,0,-76,3.03,7.6,2,13,0,1,0,0,-1.9,15.6,1,1000,Postpaid,0
NP-CUST-01988,23,Female,Lumbini,Kapilvastu,Rural,Prepaid,930,85,5,3.55,31.5,1,200,7,-105,5.96,8.5,1,25,1,0,1,0,-1.4,-12.9,3,0,Medium,0
NP-CUST-01989,35,Female,Sudurpashchim,Doti,Rural,Prepaid,330,275,4,1.66,29.8,9,200,6,-99,6.74,9.4,2,42,1,1,0,0,-11.2,44.7,4,0,Medium,0
NP-CUST-01990,28,Male,Koshi,Jhapa,Urban,Prepaid,150,182,3,7.09,3.2,5,150,5,-85,2.31,5.7,0,0,1,1,0,0,13.8,9.9,3,0,Medium,0
NP-CUST-01991,39,Female,Koshi,Bhojpur,Rural,Prepaid,150,75,5,2.6,29.5,6,150,9,-81,3.04,9.2,1,10,1,0,0,0,-8.0,-10.8,1,0,Medium,0
NP-CUST-01992,33,Female,Lumbini,Kapilvastu,Rural,Prepaid,150,58,7,4.72,23.9,1,100,7,-85,3.88,5.2,2,31,0,0,0,0,-2.0,13.6,2,0,Low,0
NP-CUST-01993,50,Female,Madhesh,Saptari,Semi-Urban,Prepaid,30,110,9,2.27,21.0,6,200,7,-94,5.68,9.9,2,36,1,0,0,1,-6.4,-24.6,4,0,Medium,1
NP-CUST-01994,33,Male,Koshi,Bhojpur,Rural,Prepaid,1080,30,6,0.56,31.7,3,50,6,-84,5.06,8.5,3,39,1,0,1,0,-35.6,-15.1,9,0,Low,1
NP-CUST-01995,20,Male,Bagmati,Dolakha,Rural,Prepaid,120,340,5,4.22,38.5,6,300,5,-84,2.98,6.9,0,0,1,1,0,0,-10.7,-4.7,5,0,Medium,0
NP-CUST-01996,30,Female,Lumbini,Banke,Urban,Postpaid,240,900,6,3.29,8.4,0,0,0,-82,4.44,7.9,2,19,0,1,0,0,-10.1,-4.0,4,2000,Postpaid,0
NP-CUST-01997,32,Female,Madhesh,Parsa,Semi-Urban,Prepaid,630,233,8,2.94,23.1,5,200,7,-66,2.39,4.3,0,0,1,1,0,1,-22.2,10.3,6,0,Medium,0
NP-CUST-01998,23,Female,Madhesh,Rautahat,Semi-Urban,Prepaid,600,64,2,3.94,20.0,8,100,5,-100,5.67,1.8,2,26,1,0,1,0,-11.7,2.1,5,0,Low,1
NP-CUST-01999,47,Male,Karnali,Jumla,Rural,Prepaid,810,170,9,1.12,20.2,3,150,7,-91,3.31,4.7,0,0,1,1,0,0,8.3,-6.8,2,0,Medium,0
NP-CUST-02000,29,Male,Bagmati,Chitwan,Urban,Prepaid,300,48,3,3.57,18.9,7,50,2,-64,0.32,8.5,0,0,1,1,1,0,-10.0,16.5,2,0,Low,0
NP-CUST-02001,26,Female,Karnali,Kalikot,Rural,Prepaid,120,294,3,2.04,27.8,1,500,7,-89,5.81,2.4,1,14,1,0,0,0,-0.3,-4.1,2,0,High,0
NP-CUST-02002,34,Male,Bagmati,Kavre,Semi-Urban,Prepaid,150,334,5,1.99,18.8,5,300,11,-93,6.54,15.3,4,32,0,1,0,0,-19.7,-9.1,8,0,Medium,1
NP-CUST-02003,23,Female,Sudurpashchim,Darchula,Rural,Prepaid,210,268,4,1.41,12.5,1,300,8,-76,1.85,5.1,0,0,1,1,0,0,37.1,-2.9,1,0,Medium,0
NP-CUST-02004,42,Male,Gandaki,Syangja,Semi-Urban,Prepaid,300,72,4,1.0,17.9,8,100,9,-98,6.24,10.6,2,37,1,1,1,0,2.1,20.3,4,0,Low,0
NP-CUST-02005,40,Male,Koshi,Taplejung,Rural,Prepaid,330,20,9,2.38,17.9,18,50,5,-94,6.18,13.4,3,33,1,0,0,0,-12.2,-6.0,7,0,Low,1
NP-CUST-02006,33,Female,Sudurpashchim,Kanchanpur,Urban,Postpaid,300,900,6,5.67,7.3,0,0,0,-83,4.69,1.3,0,0,1,1,1,0,-3.2,-0.3,3,3000,Postpaid,0
NP-CUST-02007,38,Female,Bagmati,Dolakha,Rural,Postpaid,150,819,2,0.82,0.0,0,0,0,-89,5.38,1.7,1,13,1,0,1,0,15.7,6.8,2,2000,Postpaid,0
NP-CUST-02008,27,Male,Koshi,Sunsari,Urban,Prepaid,750,51,4,8.35,24.2,6,50,5,-66,2.39,12.7,0,0,1,1,1,0,-5.9,-2.3,3,0,Low,0
NP-CUST-02009,18,Male,Koshi,Taplejung,Rural,Postpaid,60,350,2,17.11,31.8,0,0,0,-76,3.36,1.8,1,16,0,0,0,0,-5.7,-1.2,3,1000,Postpaid,0
NP-CUST-02010,29,Male,Lumbini,Rupandehi,Urban,Prepaid,420,34,2,15.31,8.9,1,30,7,-83,3.65,25.5,2,20,1,1,0,0,0.4,9.6,2,0,Low,0
NP-CUST-02011,27,Female,Koshi,Bhojpur,Rural,Prepaid,690,73,8,4.52,19.0,9,50,4,-85,4.27,3.0,0,0,1,1,0,0,-3.7,-0.5,3,0,Low,0
NP-CUST-02012,18,Male,Madhesh,Mahottari,Semi-Urban,Prepaid,750,40,2,4.79,20.3,2,30,6,-83,3.92,3.2,2,33,1,1,0,0,1.9,-5.7,3,0,Low,0
NP-CUST-02013,21,Male,Koshi,Taplejung,Rural,Prepaid,90,550,4,3.56,26.9,10,500,7,-93,5.97,4.4,1,16,1,1,0,0,-10.0,-17.7,6,0,High,1
NP-CUST-02014,20,Male,Bagmati,Sindhuli,Rural,Prepaid,420,36,6,1.21,24.9,4,30,4,-74,0.83,4.9,1,13,0,1,0,0,16.0,-5.9,2,0,Low,0
NP-CUST-02015,21,Female,Bagmati,Chitwan,Urban,Prepaid,690,48,6,22.85,14.7,6,50,7,-77,2.14,7.7,0,0,1,1,0,0,-7.7,3.3,2,0,Low,0
NP-CUST-02016,45,Male,Bagmati,Lalitpur,Urban,Prepaid,30,81,7,5.98,0.0,2,200,4,-56,0.1,14.1,0,0,1,0,0,0,-8.8,-24.2,3,0,Medium,0
NP-CUST-02017,37,Male,Madhesh,Mahottari,Semi-Urban,Prepaid,300,201,0,0.92,24.4,12,150,5,-99,7.12,10.2,0,0,1,1,0,0,9.6,16.0,4,0,Medium,0
NP-CUST-02018,42,Male,Koshi,Ilam,Semi-Urban,Prepaid,660,73,5,2.42,9.3,1,200,5,-82,4.47,15.8,0,0,1,0,1,0,13.2,5.1,3,0,Medium,0
NP-CUST-02019,37,Male,Gandaki,Gorkha,Semi-Urban,Prepaid,450,107,4,2.88,34.3,4,200,1,-93,2.93,4.6,0,0,0,0,1,0,-10.2,-6.7,7,0,Medium,1
NP-CUST-02020,43,Male,Bagmati,Kavre,Semi-Urban,Prepaid,1200,189,5,0.56,24.2,7,300,10,-103,8.1,11.0,3,29,1,0,0,1,28.4,19.4,4,0,Medium,0
NP-CUST-02021,32,Female,Gandaki,Gorkha,Semi-Urban,Prepaid,210,105,3,4.28,31.7,19,200,11,-93,5.43,5.1,0,0,1,0,0,0,10.5,32.0,4,0,Medium,0
NP-CUST-02022,47,Male,Koshi,Jhapa,Urban,Prepaid,600,199,13,0.74,15.0,12,150,6,-66,0.1,16.4,0,0,1,1,0,0,8.5,-12.1,5,0,Medium,0
NP-CUST-02023,20,Female,Koshi,Jhapa,Urban,Prepaid,1740,175,5,15.47,24.4,3,200,4,-74,1.57,8.2,0,0,0,1,0,0,-29.4,19.9,7,0,Medium,0
NP-CUST-02024,31,Male,Madhesh,Bara,Semi-Urban,Postpaid,300,177,12,0.86,30.3,0,0,0,-92,3.52,10.8,3,29,1,0,0,0,23.4,12.4,2,500,Postpaid,0
NP-CUST-02025,22,Male,Bagmati,Kavre,Semi-Urban,Postpaid,870,900,5,7.1,28.9,0,0,0,-88,4.83,14.2,1,18,1,1,0,0,-9.4,-17.9,4,2000,Postpaid,0
NP-CUST-02026,44,Male,Bagmati,Sindhuli,Rural,Prepaid,180,129,3,0.17,6.9,2,100,5,-106,6.98,3.2,2,11,0,1,0,0,11.8,6.5,6,0,Low,0
NP-CUST-02027,36,Female,Lumbini,Dang,Semi-Urban,Postpaid,2100,264,4,11.57,21.2,0,0,0,-75,1.91,6.4,1,33,1,0,0,0,17.3,-2.9,2,500,Postpaid,0
NP-CUST-02028,44,Male,Bagmati,Lalitpur,Urban,Prepaid,300,86,6,4.4,20.0,11,100,6,-67,3.39,12.5,0,0,1,1,0,1,34.4,1.2,1,0,Low,0
NP-CUST-02029,18,Male,Bagmati,Kathmandu,Urban,Prepaid,120,153,7,4.08,18.5,7,150,6,-77,3.3,6.7,1,21,1,1,1,0,-42.4,-26.6,8,0,Medium,1
NP-CUST-02030,26,Male,Gandaki,Lamjung,Semi-Urban,Prepaid,1320,24,7,1.73,36.9,1,50,6,-78,3.91,12.1,0,0,1,0,0,0,-15.6,4.0,4,0,Low,0
NP-CUST-02031,18,Male,Koshi,Taplejung,Rural,Prepaid,960,243,2,2.83,31.1,6,200,5,-90,4.58,8.0,3,23,1,1,1,0,-19.5,-10.5,5,0,Medium,1
NP-CUST-02032,36,Male,Bagmati,Lalitpur,Urban,Prepaid,60,114,5,3.35,17.1,9,100,2,-91,5.01,9.5,1,32,1,1,0,0,-6.8,-19.0,2,0,Low,1
NP-CUST-02033,28,Female,Madhesh,Rautahat,Semi-Urban,Prepaid,300,45,4,0.82,28.7,6,50,9,-97,5.86,8.7,2,37,1,1,0,0,11.3,4.3,4,0,Low,0
NP-CUST-02034,40,Male,Bagmati,Kathmandu,Urban,Postpaid,960,242,5,15.32,13.5,0,0,0,-75,3.37,21.1,0,0,1,0,0,0,10.6,-15.1,0,500,Postpaid,0
NP-CUST-02035,32,Female,Koshi,Bhojpur,Rural,Prepaid,30,43,5,0.73,19.9,13,50,6,-100,7.36,2.2,2,30,0,0,1,0,-9.7,19.3,4,0,Low,1
NP-CUST-02036,18,Male,Lumbini,Palpa,Semi-Urban,Prepaid,1650,236,3,2.17,29.4,1,300,8,-78,3.01,17.9,1,27,0,1,1,0,10.2,8.7,3,0,Medium,0
NP-CUST-02037,18,Female,Sudurpashchim,Bajhang,Rural,Prepaid,300,104,4,2.21,39.0,10,100,10,-86,3.31,4.2,0,0,1,1,0,0,31.8,23.9,4,0,Low,0
NP-CUST-02038,33,Female,Koshi,Taplejung,Rural,Prepaid,300,226,4,1.46,34.5,2,200,2,-95,6.98,0.9,3,21,1,1,0,0,11.5,-23.4,6,0,Medium,1
NP-CUST-02039,37,Male,Gandaki,Syangja,Semi-Urban,Prepaid,450,138,2,5.91,15.4,9,300,4,-96,5.89,14.7,2,29,1,0,0,0,-4.9,-1.7,3,0,Medium,0
NP-CUST-02040,18,Male,Lumbini,Rolpa,Rural,Prepaid,750,44,4,4.53,48.3,10,30,4,-92,3.32,3.3,1,6,1,1,0,0,-3.4,13.3,2,0,Low,0
NP-CUST-02041,31,Male,Madhesh,Rautahat,Semi-Urban,Postpaid,450,373,4,4.51,22.0,0,0,0,-97,8.41,5.6,3,30,1,1,0,0,-10.6,-12.9,6,800,Postpaid,0
NP-CUST-02042,22,Male,Lumbini,Dang,Semi-Urban,Prepaid,90,169,5,16.91,51.0,3,200,7,-75,2.78,11.6,0,0,1,1,0,0,-2.4,-2.0,5,0,Medium,0
NP-CUST-02043,21,Female,Gandaki,Manang,Rural,Prepaid,720,83,6,2.78,23.5,4,100,2,-87,4.43,2.3,1,20,0,1,1,0,-14.9,-0.9,5,0,Low,1
NP-CUST-02044,25,Male,Sudurpashchim,Bajhang,Rural,Prepaid,90,63,6,6.0,24.6,0,50,5,-111,6.32,8.9,6,32,1,1,1,0,-37.4,-4.8,11,0,Low,1
NP-CUST-02045,33,Female,Sudurpashchim,Kanchanpur,Urban,Prepaid,150,197,8,0.43,4.0,13,200,7,-64,1.47,29.0,0,0,1,1,0,1,14.3,-8.4,2,0,Medium,0
NP-CUST-02046,25,Male,Koshi,Bhojpur,Rural,Prepaid,690,396,7,7.88,28.9,1,300,6,-103,5.5,9.8,4,21,0,1,0,0,-0.1,-32.1,4,0,Medium,1
NP-CUST-02047,18,Female,Bagmati,Lalitpur,Urban,Prepaid,90,111,3,10.92,18.0,3,100,7,-67,2.93,45.0,3,32,0,1,0,0,-1.2,4.9,4,0,Low,0
NP-CUST-02048,33,Female,Bagmati,Kavre,Semi-Urban,Prepaid,150,175,9,1.4,31.0,9,150,3,-82,1.29,10.5,0,0,1,1,0,0,10.6,-6.3,0,0,Medium,0
NP-CUST-02049,28,Male,Koshi,Taplejung,Rural,Prepaid,750,126,3,4.51,22.0,2,100,3,-98,6.93,3.6,2,4,1,1,0,0,13.4,-5.6,5,0,Low,0
NP-CUST-02050,23,Female,Madhesh,Mahottari,Semi-Urban,Postpaid,1440,457,2,2.18,22.7,0,0,0,-96,7.29,5.0,2,30,0,1,1,1,27.5,11.3,6,1000,Postpaid,0
NP-CUST-02051,29,Male,Sudurpashchim,Doti,Rural,Prepaid,660,178,6,1.35,16.9,6,150,2,-83,3.94,5.5,1,30,1,1,1,0,28.1,0.9,1,0,Medium,0
NP-CUST-02052,29,Male,Koshi,Bhojpur,Rural,Postpaid,600,468,1,3.4,16.7,0,0,0,-95,5.74,12.7,3,21,1,1,0,0,4.7,-10.7,5,1000,Postpaid,0
NP-CUST-02053,32,Female,Bagmati,Lalitpur,Urban,Prepaid,2220,88,2,20.12,11.8,1,150,5,-76,2.88,6.8,1,25,1,0,0,0,-6.3,-9.8,5,0,Medium,0
NP-CUST-02054,30,Male,Karnali,Humla,Rural,Prepaid,1770,63,3,3.4,23.7,7,150,4,-99,4.49,4.5,2,30,0,0,1,0,-2.7,-19.2,2,0,Medium,1
NP-CUST-02055,34,Female,Madhesh,Parsa,Semi-Urban,Prepaid,570,106,7,2.97,17.7,0,150,4,-58,0.1,2.4,0,0,1,1,1,0,6.6,16.9,2,0,Medium,0
NP-CUST-02056,32,Male,Bagmati,Dolakha,Rural,Prepaid,1110,81,7,3.28,14.3,3,50,2,-93,5.58,0.9,2,18,1,1,0,0,-15.0,-20.6,4,0,Low,1
NP-CUST-02057,40,Female,Sudurpashchim,Bajhang,Rural,Prepaid,750,288,8,1.41,23.2,16,200,10,-87,5.19,8.2,1,23,0,1,0,0,8.0,11.5,3,0,Medium,0
NP-CUST-02058,48,Male,Bagmati,Kavre,Semi-Urban,Prepaid,90,157,9,0.94,11.5,0,200,6,-86,5.05,14.4,1,25,0,1,0,0,-20.1,27.5,7,0,Medium,0
NP-CUST-02059,32,Male,Koshi,Sunsari,Urban,Prepaid,150,272,3,2.08,34.4,5,200,10,-66,0.1,10.4,0,0,0,1,0,0,-13.6,5.9,3,0,Medium,0
NP-CUST-02060,26,Male,Koshi,Jhapa,Urban,Prepaid,180,35,4,8.1,23.7,5,30,3,-55,0.1,7.6,0,0,1,1,0,0,-3.5,25.8,4,0,Low,0
NP-CUST-02061,18,Female,Sudurpashchim,Kailali,Semi-Urban,Prepaid,60,79,3,9.39,20.0,13,100,6,-86,4.88,19.2,0,0,1,1,0,0,-10.1,7.1,8,0,Low,0
NP-CUST-02062,38,Female,Madhesh,Mahottari,Semi-Urban,Prepaid,120,56,10,3.67,24.1,0,100,12,-79,1.0,3.6,0,0,1,0,0,0,16.6,-16.0,6,0,Low,0
NP-CUST-02063,23,Female,Bagmati,Bhaktapur,Urban,Prepaid,90,24,4,9.66,34.3,2,30,8,-68,0.1,6.4,0,0,1,1,0,0,-8.4,23.8,6,0,Low,0
NP-CUST-02064,55,Male,Koshi,Taplejung,Rural,Prepaid,1590,64,6,0.14,29.9,3,50,7,-98,7.02,1.5,2,3,0,1,0,0,3.5,-12.3,4,0,Low,0
NP-CUST-02065,60,Male,Bagmati,Dolakha,Rural,Prepaid,1620,110,13,1.25,13.2,22,100,4,-80,3.21,4.8,1,24,1,1,0,0,4.7,-1.0,4,0,Low,0
NP-CUST-02066,30,Female,Sudurpashchim,Kailali,Semi-Urban,Prepaid,270,225,4,2.65,22.6,22,200,10,-80,4.34,26.2,1,36,0,1,1,0,-13.7,19.1,3,0,Medium,0
NP-CUST-02067,18,Male,Bagmati,Sindhuli,Rural,Prepaid,480,43,6,0.97,31.0,2,50,7,-80,5.16,2.2,2,24,0,1,0,0,-20.2,-2.8,10,0,Low,1
NP-CUST-02068,39,Male,Sudurpashchim,Kanchanpur,Urban,Prepaid,2070,195,7,5.17,28.0,2,200,1,-72,3.21,30.4,1,11,1,1,0,0,-5.0,-1.4,3,0,Medium,0
NP-CUST-02069,53,Male,Madhesh,Dhanusha,Semi-Urban,Prepaid,750,152,9,1.59,11.0,5,150,7,-62,0.1,8.3,0,0,1,1,0,0,4.4,-14.7,1,0,Medium,0
NP-CUST-02070,19,Female,Bagmati,Lalitpur,Urban,Prepaid,240,212,6,17.06,31.5,2,200,3,-62,0.1,3.6,0,0,1,1,1,0,2.9,-3.8,2,0,Medium,0
NP-CUST-02071,51,Male,Karnali,Jumla,Rural,Postpaid,420,430,6,1.49,19.4,0,0,0,-100,6.31,2.3,2,3,1,1,1,0,2.4,10.0,6,500,Postpaid,0
NP-CUST-02072,18,Male,Bagmati,Sindhuli,Rural,Prepaid,330,220,8,1.72,29.0,26,150,7,-105,7.79,7.3,1,31,1,1,0,0,16.2,7.5,5,0,Medium,1
NP-CUST-02073,18,Female,Madhesh,Rautahat,Semi-Urban,Prepaid,1200,172,7,4.25,37.4,5,150,4,-87,5.55,14.0,0,0,1,1,0,0,2.0,-24.6,4,0,Medium,0
NP-CUST-02074,35,Male,Karnali,Dailekh,Rural,Prepaid,510,119,7,0.6,19.5,2,150,6,-96,4.06,2.0,1,16,1,1,0,0,5.9,-30.0,3,0,Medium,0
NP-CUST-02075,42,Male,Bagmati,Bhaktapur,Urban,Prepaid,210,193,6,7.75,30.8,4,300,2,-66,1.1,23.8,0,0,1,0,0,1,-16.8,4.7,3,0,Medium,0
NP-CUST-02076,31,Male,Bagmati,Bhaktapur,Urban,Prepaid,1260,137,1,2.02,26.5,14,150,5,-74,3.19,14.6,2,29,1,1,1,0,15.8,1.1,1,0,Medium,0
NP-CUST-02077,36,Female,Sudurpashchim,Bajhang,Rural,Prepaid,1890,88,7,1.15,10.5,7,150,1,-100,7.7,4.7,2,19,1,0,0,0,-1.0,-11.3,3,0,Medium,0
NP-CUST-02078,43,Female,Madhesh,Saptari,Semi-Urban,Prepaid,810,226,9,3.02,6.7,2,150,6,-89,5.93,16.3,0,0,1,1,0,0,14.9,-13.9,4,0,Medium,0
NP-CUST-02079,44,Female,Madhesh,Dhanusha,Semi-Urban,Prepaid,240,225,7,11.99,22.9,7,200,12,-91,3.26,4.8,2,13,1,1,0,0,-6.8,-12.6,2,0,Medium,0
NP-CUST-02080,26,Female,Koshi,Sunsari,Urban,Prepaid,300,38,3,3.74,18.7,6,30,12,-81,1.63,12.3,0,0,1,1,0,0,-1.2,-0.1,2,0,Low,0
NP-CUST-02081,23,Male,Bagmati,Kathmandu,Urban,Prepaid,60,154,5,24.86,24.3,2,150,12,-78,3.38,31.7,0,0,0,1,1,0,-34.8,-14.7,9,0,Medium,1
NP-CUST-02082,43,Female,Madhesh,Mahottari,Semi-Urban,Prepaid,120,56,7,0.46,12.1,17,150,6,-114,10.4,24.6,2,34,1,0,1,0,3.3,-0.6,5,0,Medium,1
NP-CUST-02083,37,Female,Lumbini,Kapilvastu,Rural,Prepaid,330,130,5,0.36,27.2,1,300,5,-86,4.45,6.7,1,21,1,0,0,0,16.4,6.2,4,0,Medium,0
NP-CUST-02084,38,Male,Madhesh,Bara,Semi-Urban,Prepaid,1560,68,2,4.26,6.2,5,150,8,-97,5.92,9.3,0,0,1,0,0,0,-3.9,12.7,7,0,Medium,0
NP-CUST-02085,25,Male,Lumbini,Palpa,Semi-Urban,Prepaid,1740,190,8,0.79,31.3,2,150,5,-90,3.62,13.3,0,0,1,1,0,0,35.0,-23.5,3,0,Medium,0
NP-CUST-02086,38,Male,Madhesh,Parsa,Semi-Urban,Prepaid,420,205,13,5.76,8.5,6,500,10,-73,1.39,5.1,0,0,1,0,0,0,-9.8,1.9,3,0,High,0
NP-CUST-02087,21,Female,Madhesh,Dhanusha,Semi-Urban,Prepaid,60,117,6,6.37,27.9,10,150,6,-61,0.1,8.0,0,0,1,1,0,0,-16.1,4.7,8,0,Medium,0
NP-CUST-02088,34,Male,Madhesh,Parsa,Semi-Urban,Postpaid,1590,900,6,3.04,27.4,0,0,0,-65,0.56,2.3,1,26,1,1,0,0,3.4,7.0,2,1500,Postpaid,0
NP-CUST-02089,33,Male,Lumbini,Dang,Semi-Urban,Prepaid,390,24,9,5.41,40.4,8,50,8,-86,3.54,5.2,2,24,1,0,0,0,-28.7,-28.9,7,0,Low,1
NP-CUST-02090,33,Female,Bagmati,Sindhuli,Rural,Prepaid,750,44,9,1.14,29.0,2,50,8,-100,7.01,4.9,2,20,1,0,0,0,-11.4,-8.1,5,0,Low,0
NP-CUST-02091,40,Male,Madhesh,Rautahat,Semi-Urban,Prepaid,1050,28,4,1.42,23.8,11,30,10,-108,8.97,8.7,2,21,1,1,0,0,14.9,-10.8,6,0,Low,1
NP-CUST-02092,22,Male,Karnali,Kalikot,Rural,Prepaid,60,19,7,5.34,47.9,5,10,11,-100,6.13,0.3,3,28,1,1,0,0,17.1,-13.7,4,0,Low,1
NP-CUST-02093,39,Male,Bagmati,Dolakha,Rural,Prepaid,1680,139,5,1.16,22.5,3,100,6,-79,2.53,3.0,0,0,1,1,0,0,-7.6,-4.0,4,0,Low,0
