age,gender,province,district_type,sim_type,tenure_days,calls_min_30d,sms_count_30d,data_gb_30d,night_usage_pct,last_recharge_days_ago,avg_recharge_amount_npr,recharge_count_30d,signal_strength_dbm,call_drop_rate,avg_data_speed_mbps,num_complaints_30d,avg_resolution_time_hours,data_pack_active,voice_pack_active,vas_active,roaming_active,usage_drop_pct,recharge_drop_pct,inactive_days,churn
67,,Lumbini,Banke,Prepaid,660,625,6,8.83,11.62,24,50,2,-72,0.16,50,0,0,0,3,0,0,0,0,20,0
55,,Bagmati,Chitwan,Postpaid,2700,595,5,19.95,26.25,27,1000,1,-88,1.51,50,0,0,0,0,0,0,0,0,25,0
40,,Koshi,Sunsari,Postpaid,2730,585,6,35.16,46.26,27,1000,1,-76,0.51,50,0,0,0,1,0,0,0,0,25,0
31,,Karnali,Surkhet,Prepaid,840,600,2,3.13,4.12,18,500,4,-74,0.33,50,0,0,0,0,1,0,0,0,10,0
41,,Bagmati,Kathmandu,Prepaid,2610,604,1,10.14,13.34,18,100,4,-76,0.5,50,0,0,0,2,1,0,0,0,10,0
30,,Koshi,Morang,Postpaid,1950,498,1,2.15,2.83,27,1000,1,-72,0.2,50,0,0,0,2,0,0,0,0,25,0
23,,Bagmati,Chitwan,Prepaid,2520,652,6,6.8,8.95,27,200,1,-78,0.61,45,1,24,0,0,0,0,0,0,25,0
59,,Madhesh,Bara,Prepaid,1830,789,6,16.13,21.22,21,500,3,-74,0.25,50,0,0,0,0,0,0,0,0,15,0
66,,Lumbini,Kapilvastu,Prepaid,1950,641,2,12.8,16.84,24,50,2,-76,0.47,50,0,0,0,2,0,0,0,0,20,0
22,,Gandaki,Kaski,Prepaid,90,479,6,7.17,9.43,18,200,4,-76,0.62,50,0,0,0,2,0,0,0,0,10,0
71,,Koshi,Jhapa,Postpaid,90,459,8,18.31,24.09,27,1000,1,-74,0.43,50,0,0,1,1,0,0,0,0,25,0
45,,Sudurpashchim,Kailali,Prepaid,1350,653,4,14.85,19.54,24,100,2,-72,0.15,50,0,0,1,3,0,0,0,0,20,0
71,,Lumbini,Banke,Prepaid,1110,693,4,13.29,17.49,21,200,3,-76,0.43,50,0,0,0,4,1,0,0,0,15,0
20,,Koshi,Sunsari,Prepaid,2190,708,4,30.55,40.2,18,200,4,-76,0.42,50,0,0,0,0,0,0,0,0,10,0
20,,Lumbini,Kapilvastu,Prepaid,2880,597,7,29.36,38.63,27,500,1,-72,0.17,50,0,0,1,3,1,0,0,0,25,0
33,,Lumbini,Banke,Prepaid,2340,697,6,10.45,13.75,27,500,1,-76,0.43,50,0,0,1,3,0,0,0,0,25,0
37,,Lumbini,Banke,Prepaid,2100,596,2,16.08,21.16,24,200,2,-74,0.34,50,0,0,0,0,0,0,0,0,20,0
36,,Lumbini,Rupandehi,Prepaid,2250,695,7,16.14,21.24,27,200,1,-78,0.57,50,0,0,1,4,0,0,0,0,25,0
18,,Bagmati,Kathmandu,Postpaid,3150,772,3,5.88,7.74,27,1000,1,-76,0.39,50,0,0,1,3,1,0,0,0,25,0
24,,Madhesh,Bara,Prepaid,270,761,5,0.68,0.89,27,500,1,-76,0.39,50,0,0,0,1,0,0,0,0,25,0
18,,Koshi,Jhapa,Prepaid,3360,775,2,2.83,3.72,27,50,1,-70,0.0,50,0,0,0,1,0,0,0,0,25,0
62,,Bagmati,Kathmandu,Prepaid,420,523,2,3.86,5.08,24,50,2,-72,0.19,50,0,0,0,2,0,0,0,0,20,0
50,,Bagmati,Chitwan,Prepaid,780,567,4,21.71,28.57,21,100,3,-80,0.88,50,0,0,0,0,1,0,0,0,15,0
29,,Koshi,Morang,Prepaid,1230,557,6,65.88,86.68,21,200,3,-74,0.36,50,0,0,0,0,0,0,0,0,15,0
26,,Bagmati,Kavre,Prepaid,1860,732,10,11.12,14.63,27,500,1,-70,0.0,50,0,0,0,0,0,0,0,0,25,1
50,,Koshi,Morang,Prepaid,3570,632,5,12.16,16.0,18,50,4,-76,0.47,50,0,0,0,3,0,0,0,0,10,0
30,,Bagmati,Bhaktapur,Prepaid,2280,631,9,0.85,1.12,18,100,4,-78,0.63,50,0,0,0,0,0,0,0,0,10,0
54,,Bagmati,Chitwan,Prepaid,2880,729,4,24.66,32.45,21,100,3,-74,0.27,50,0,0,1,1,1,0,0,0,15,1
37,,Karnali,Surkhet,Prepaid,2580,637,7,0.85,1.12,18,200,4,-76,0.47,45,1,24,0,0,1,0,0,0,10,0
62,,Bagmati,Kathmandu,Prepaid,900,722,6,10.86,14.29,24,50,2,-74,0.28,50,0,0,1,3,0,0,0,0,20,0
19,,Karnali,Surkhet,Prepaid,2940,693,8,1.52,2.0,21,200,3,-86,1.15,45,1,24,1,0,1,0,0,0,15,0
62,,Bagmati,Bhaktapur,Prepaid,1770,821,2,4.82,6.34,27,200,1,-72,0.12,50,0,0,1,2,1,0,0,0,25,0
70,,Koshi,Sunsari,Prepaid,1260,532,3,9.19,12.09,27,500,1,-76,0.56,50,0,0,0,0,0,0,0,0,25,0
26,,Koshi,Jhapa,Prepaid,1950,601,10,12.47,16.41,18,50,4,-78,0.66,50,0,0,0,1,0,0,0,0,10,0
37,,Gandaki,Syangja,Prepaid,3540,556,4,0.13,0.17,27,500,1,-78,0.72,45,1,24,1,3,0,0,0,0,25,0
21,,Bagmati,Lalitpur,Prepaid,60,656,3,12.79,16.83,18,500,4,-74,0.3,50,0,0,1,2,0,0,0,0,10,0
53,,Koshi,Morang,Postpaid,2280,514,4,8.87,11.67,27,1000,1,-74,0.39,45,1,24,0,3,0,0,0,0,25,0
26,,Gandaki,Syangja,Prepaid,1950,599,3,54.1,71.18,27,500,1,-76,0.5,50,0,0,0,4,0,0,0,0,25,0
25,,Madhesh,Parsa,Prepaid,2820,617,2,13.6,17.89,21,100,3,-72,0.16,50,0,0,0,3,0,0,0,0,15,0
38,,Lumbini,Banke,Prepaid,2910,610,1,3.11,4.09,24,100,2,-76,0.49,50,0,0,0,2,0,0,0,0,20,0
64,,Bagmati,Bhaktapur,Prepaid,1170,615,7,5.38,7.08,27,500,1,-72,0.16,50,0,0,1,1,0,0,0,0,25,0
67,,Bagmati,Lalitpur,Prepaid,2430,692,3,2.74,3.61,24,50,2,-80,0.72,50,0,0,1,4,0,0,0,0,20,0
69,,Lumbini,Kapilvastu,Prepaid,780,568,8,6.59,8.67,27,100,1,-74,0.35,50,0,0,0,4,1,0,0,0,25,0
29,,Bagmati,Bhaktapur,Prepaid,3090,537,3,12.71,16.72,27,500,1,-78,0.74,50,0,0,1,4,0,0,0,0,25,0
34,,Bagmati,Lalitpur,Prepaid,1140,741,4,2.21,2.91,18,50,4,-76,0.4,50,0,0,0,2,0,0,0,0,10,0
61,,Gandaki,Tanahu,Prepaid,2730,442,5,9.07,11.93,24,500,2,-74,0.45,50,0,0,0,1,1,0,0,0,20,0
24,,Gandaki,Syangja,Prepaid,1890,582,4,2.54,3.34,18,500,4,-80,0.86,50,0,0,1,0,0,0,0,0,10,0
19,,Gandaki,Kaski,Prepaid,60,540,4,3.77,4.96,18,50,4,-74,0.37,50,0,0,1,4,1,0,0,0,10,0
63,,Lumbini,Rupandehi,Prepaid,1290,546,4,0.47,0.62,27,200,1,-74,0.37,50,0,0,0,1,1,0,0,0,25,0
21,,Gandaki,Kaski,Prepaid,780,689,5,3.59,4.72,27,500,1,-80,0.72,50,0,0,0,4,1,0,0,0,25,0
59,,Madhesh,Parsa,Prepaid,1290,709,5,1.71,2.25,21,100,3,-70,0.0,50,0,0,0,4,1,0,0,0,15,0
26,,Bagmati,Chitwan,Postpaid,2790,606,5,17.97,23.64,27,1000,1,-72,0.16,50,0,0,0,3,0,0,0,0,25,0
66,,Bagmati,Lalitpur,Prepaid,1050,661,0,7.44,9.79,24,100,2,-76,0.45,50,0,0,0,2,1,0,0,0,20,0
18,,Koshi,Jhapa,Prepaid,2970,512,6,9.01,11.86,21,200,3,-78,0.78,40,2,24,0,0,0,0,0,0,15,0
52,,Gandaki,Syangja,Prepaid,2610,792,2,5.08,6.68,21,500,3,-74,0.25,50,0,0,0,3,0,0,0,0,15,0
61,,Madhesh,Dhanusha,Postpaid,1290,571,8,2.01,2.64,27,1000,1,-72,0.17,50,0,0,0,0,0,0,0,0,25,0
53,,Bagmati,Kavre,Prepaid,420,482,8,5.58,7.34,18,500,4,-74,0.41,45,1,24,0,4,1,0,0,0,10,0
68,,Gandaki,Syangja,Prepaid,3540,578,4,4.84,6.37,21,50,3,-88,1.55,50,0,0,1,1,0,0,0,0,15,0
35,,Bagmati,Kathmandu,Prepaid,390,581,3,1.09,1.43,24,100,2,-78,0.69,50,0,0,0,2,1,0,0,0,20,0
57,,Koshi,Sunsari,Prepaid,1530,602,2,9.57,12.59,18,50,4,-70,0.0,50,0,0,0,4,0,0,0,0,10,0
45,,Bagmati,Chitwan,Prepaid,990,733,5,3.02,3.97,18,50,4,-80,0.68,50,0,0,1,4,1,0,0,0,10,0
47,,Koshi,Morang,Prepaid,1590,595,2,7.35,9.67,21,100,3,-70,0.0,50,0,0,0,0,0,0,0,0,15,1
53,,Lumbini,Banke,Prepaid,90,599,0,7.68,10.11,24,50,2,-80,0.83,45,1,24,0,0,0,0,0,0,20,0
23,,Bagmati,Kavre,Prepaid,2070,711,4,1.46,1.92,24,500,2,-74,0.28,50,0,0,0,0,0,0,0,0,20,0
49,,Lumbini,Rupandehi,Prepaid,1380,729,6,52.05,68.49,27,500,1,-82,0.82,50,0,0,0,2,0,0,0,0,25,1
46,,Lumbini,Kapilvastu,Prepaid,2940,520,5,5.2,6.84,27,100,1,-74,0.38,50,0,0,1,0,0,0,0,0,25,0
41,,Koshi,Morang,Prepaid,2250,662,2,10.14,13.34,24,500,2,-74,0.3,50,0,0,1,3,1,0,0,0,20,0
20,,Karnali,Salyan,Prepaid,60,604,4,27.62,36.34,21,200,3,-74,0.33,50,0,0,0,1,0,0,0,0,15,1
65,,Bagmati,Bhaktapur,Prepaid,1410,763,3,14.22,18.71,27,50,1,-72,0.13,50,0,0,0,0,0,0,0,0,25,0
39,,Bagmati,Chitwan,Prepaid,2070,804,5,9.95,13.09,21,200,3,-76,0.37,50,0,0,1,3,0,0,0,0,15,0
30,,Lumbini,Rupandehi,Prepaid,2940,522,6,5.39,7.09,21,100,3,-80,0.96,50,0,0,0,3,0,0,0,0,15,0
45,,Bagmati,Chitwan,Prepaid,900,760,3,15.01,19.75,18,200,4,-76,0.39,50,0,0,0,2,0,0,0,0,10,0
24,,Koshi,Sunsari,Prepaid,2040,705,3,7.55,9.93,18,200,4,-70,0.0,50,0,0,0,0,0,0,0,0,10,1
43,,Koshi,Jhapa,Prepaid,3120,598,3,8.83,11.62,27,200,1,-74,0.33,45,1,24,0,2,0,0,0,0,25,0
29,,Bagmati,Lalitpur,Prepaid,1590,652,5,29.95,39.41,24,200,2,-76,0.46,40,2,24,1,2,0,0,0,0,20,1
40,,Koshi,Jhapa,Prepaid,990,678,5,11.04,14.53,27,50,1,-72,0.15,50,0,0,0,4,0,0,0,0,25,0
57,,Madhesh,Parsa,Prepaid,1590,729,7,44.07,57.99,18,500,4,-78,0.55,50,0,0,0,4,0,0,0,0,10,0
26,,Sudurpashchim,Kailali,Prepaid,3300,728,6,21.47,28.25,18,500,4,-70,0.0,45,1,24,1,2,0,0,0,0,10,1
38,,Bagmati,Kavre,Prepaid,1200,704,7,1.73,2.28,24,200,2,-76,0.43,50,0,0,0,4,0,0,0,0,20,0
53,,Bagmati,Bhaktapur,Prepaid,720,576,3,13.21,17.38,24,200,2,-74,0.35,50,0,0,0,2,0,0,0,0,20,0
65,,Koshi,Morang,Prepaid,2730,638,4,0.61,0.8,27,100,1,-80,0.78,50,0,0,1,0,0,0,0,0,25,0
24,,Koshi,Morang,Prepaid,3120,819,3,6.38,8.39,18,200,4,-74,0.24,50,0,0,0,2,0,0,0,0,10,0
61,,Gandaki,Kaski,Prepaid,1620,513,4,2.93,3.86,21,50,3,-78,0.78,50,0,0,0,4,0,0,0,0,15,0
47,,Lumbini,Rupandehi,Prepaid,1110,754,4,4.76,6.26,21,100,3,-76,0.4,50,0,0,1,4,0,0,0,0,15,0
51,,Bagmati,Chitwan,Prepaid,3240,549,5,4.08,5.37,27,200,1,-80,0.91,45,1,24,1,1,0,0,0,0,25,1
35,,Lumbini,Banke,Prepaid,210,663,2,16.47,21.67,27,50,1,-72,0.15,50,0,0,1,2,0,0,0,0,25,0
29,,Gandaki,Kaski,Postpaid,1530,502,3,7.03,9.25,27,1000,1,-78,0.8,50,0,0,0,4,0,0,0,0,25,0
20,,Gandaki,Kaski,Postpaid,780,549,6,29.86,39.29,27,1000,1,-70,0.0,50,0,0,0,0,1,0,0,0,25,1
28,,Lumbini,Kapilvastu,Prepaid,2280,520,3,7.49,9.86,18,50,4,-74,0.38,50,0,0,1,3,1,0,0,0,10,0
37,,Gandaki,Tanahu,Prepaid,60,679,3,2.12,2.79,18,100,4,-70,0.0,50,0,0,1,1,0,0,0,0,10,0
35,,Karnali,Salyan,Prepaid,3360,692,3,13.52,17.79,24,500,2,-74,0.29,50,0,0,1,4,0,0,0,0,20,0
66,,Sudurpashchim,Kailali,Prepaid,1920,644,7,2.09,2.75,24,50,2,-80,0.78,45,1,24,1,1,0,0,0,0,20,0
20,,Bagmati,Bhaktapur,Prepaid,3240,547,8,13.22,17.39,21,500,3,-78,0.73,45,1,24,0,2,0,0,0,0,15,0
71,,Bagmati,Kathmandu,Prepaid,3330,733,5,10.55,13.88,24,100,2,-80,0.68,50,0,0,1,1,0,0,0,0,20,0
47,,Bagmati,Bhaktapur,Prepaid,3360,637,1,10.51,13.83,24,200,2,-84,1.1,50,0,0,0,3,0,0,0,0,20,0
34,,Gandaki,Syangja,Prepaid,60,485,4,11.97,15.75,18,100,4,-78,0.82,50,0,0,0,2,0,0,0,0,10,0
62,,Koshi,Morang,Prepaid,930,663,2,7.9,10.39,18,50,4,-72,0.15,50,0,0,1,2,1,0,0,0,10,0
49,,Bagmati,Kavre,Prepaid,3570,588,7,0.7,0.92,24,50,2,-80,0.85,50,0,0,0,4,0,0,0,0,20,0
26,,Koshi,Morang,Prepaid,240,683,3,10.65,14.01,21,100,3,-76,0.44,50,0,0,1,0,0,0,0,0,15,0
48,,Sudurpashchim,Kanchanpur,Prepaid,1140,519,3,0.51,0.67,27,50,1,-74,0.38,50,0,0,0,3,1,0,0,0,25,0
60,,Madhesh,Parsa,Prepaid,720,559,4,7.91,10.41,18,200,4,-76,0.54,45,1,24,0,3,0,0,0,0,10,0
21,,Bagmati,Bhaktapur,Prepaid,90,914,1,0.6,0.79,21,500,3,-74,0.22,50,0,0,0,3,0,0,0,0,15,1
43,,Bagmati,Bhaktapur,Prepaid,2760,471,4,3.46,4.55,21,100,3,-74,0.42,50,0,0,1,2,0,0,0,0,15,0
18,,Gandaki,Kaski,Prepaid,360,695,4,0.93,1.22,27,100,1,-72,0.14,50,0,0,0,3,1,0,0,0,25,0
21,,Madhesh,Dhanusha,Prepaid,3360,804,4,1.19,1.57,24,500,2,-72,0.12,50,0,0,0,3,1,0,0,0,20,0
63,,Gandaki,Syangja,Prepaid,2160,533,4,7.97,10.49,21,50,3,-78,0.75,50,0,0,1,4,0,0,0,0,15,0
27,,Bagmati,Chitwan,Prepaid,3390,667,4,3.07,4.04,21,200,3,-74,0.3,50,0,0,1,2,0,0,0,0,15,0
65,,Madhesh,Dhanusha,Prepaid,780,856,5,0.58,0.76,21,100,3,-72,0.12,50,0,0,0,3,1,0,0,0,15,1
63,,Lumbini,Banke,Prepaid,2520,678,4,6.73,8.86,24,500,2,-72,0.15,50,0,0,0,0,0,0,0,0,20,1
67,,Bagmati,Lalitpur,Prepaid,2640,729,6,8.47,11.14,21,100,3,-76,0.41,50,0,0,1,1,0,0,0,0,15,0
69,,Madhesh,Parsa,Prepaid,2520,790,4,23.15,30.46,27,50,1,-80,0.63,50,0,0,0,1,1,0,0,0,25,0
71,,Gandaki,Tanahu,Prepaid,1410,670,3,7.27,9.57,27,500,1,-76,0.45,45,1,24,1,3,0,0,0,0,25,0
65,,Bagmati,Bhaktapur,Prepaid,1710,644,6,18.5,24.34,24,200,2,-76,0.47,50,0,0,0,0,0,0,0,0,20,0
60,,Koshi,Jhapa,Prepaid,3030,908,5,13.51,17.78,18,200,4,-78,0.44,50,0,0,1,2,1,0,0,0,10,0
36,,Gandaki,Tanahu,Prepaid,390,487,3,0.12,0.16,21,500,3,-76,0.61,45,1,24,0,0,1,0,0,0,15,0
63,,Karnali,Salyan,Prepaid,3120,671,5,10.11,13.3,18,200,4,-80,0.74,50,0,0,0,2,0,0,0,0,10,0
35,,Bagmati,Kavre,Postpaid,2880,657,5,3.93,5.17,27,1000,1,-82,0.91,50,0,0,0,3,1,0,0,0,25,0
24,,Karnali,Surkhet,Prepaid,2580,644,3,3.78,4.97,18,200,4,-72,0.16,50,0,0,0,1,0,0,0,0,10,0
34,,Gandaki,Syangja,Prepaid,60,674,3,6.92,9.11,21,100,3,-80,0.74,50,0,0,0,0,1,0,0,0,15,1
70,,Bagmati,Kathmandu,Prepaid,3570,516,5,17.54,23.08,27,100,1,-76,0.58,50,0,0,0,3,0,0,0,0,25,0
20,,Bagmati,Kavre,Prepaid,2310,551,2,1.52,2.0,24,50,2,-70,0.0,50,0,0,0,0,0,0,0,0,20,1
40,,Bagmati,Lalitpur,Prepaid,420,750,4,0.99,1.3,24,100,2,-74,0.27,50,0,0,1,1,1,0,0,0,20,0
68,,Lumbini,Rupandehi,Prepaid,480,611,3,29.19,38.41,21,200,3,-72,0.16,50,0,0,1,0,0,0,0,0,15,0
46,,Gandaki,Kaski,Prepaid,1650,643,4,18.91,24.88,27,100,1,-80,0.78,50,0,0,0,1,1,0,0,0,25,0
67,,Madhesh,Bara,Postpaid,240,667,4,15.65,20.59,27,1000,1,-80,0.75,50,0,0,1,0,0,0,0,0,25,0
62,,Lumbini,Kapilvastu,Prepaid,2760,698,4,1.46,1.92,27,50,1,-74,0.29,50,0,0,0,0,1,0,0,0,25,0
53,,Madhesh,Dhanusha,Prepaid,1800,581,3,24.69,32.49,21,200,3,-74,0.34,50,0,0,0,1,1,0,0,0,15,0
36,,Gandaki,Syangja,Prepaid,2910,595,3,9.99,13.14,27,200,1,-74,0.34,50,0,0,0,2,1,0,0,0,25,0
67,,Lumbini,Kapilvastu,Prepaid,2130,510,5,3.54,4.66,24,50,2,-78,0.78,50,0,0,1,3,0,0,0,0,20,0
51,,Gandaki,Tanahu,Prepaid,1710,725,3,23.09,30.38,18,500,4,-72,0.14,50,0,0,1,0,0,0,0,0,10,0
39,,Koshi,Jhapa,Prepaid,2700,662,1,1.22,1.61,18,500,4,-78,0.6,50,0,0,1,0,0,0,0,0,10,0
46,,Gandaki,Syangja,Prepaid,3270,817,5,17.79,23.41,27,500,1,-76,0.37,50,0,0,0,2,0,0,0,0,25,0
25,,Bagmati,Bhaktapur,Prepaid,1020,601,3,25.86,34.03,24,200,2,-80,0.83,50,0,0,0,4,1,0,0,0,20,0
70,,Madhesh,Dhanusha,Prepaid,3000,727,3,6.07,7.99,21,200,3,-74,0.27,50,0,0,0,3,0,0,0,0,15,1
23,,Gandaki,Kaski,Postpaid,2280,474,2,5.06,6.66,27,1000,1,-78,0.84,45,1,24,1,2,0,0,0,0,25,0
46,,Bagmati,Lalitpur,Prepaid,2790,561,4,0.55,0.72,21,100,3,-74,0.36,50,0,0,1,4,0,0,0,0,15,0
26,,Koshi,Morang,Prepaid,420,677,4,16.6,21.84,18,50,4,-74,0.29,50,0,0,0,0,0,0,0,0,10,1
57,,Bagmati,Chitwan,Prepaid,3270,612,4,10.82,14.24,18,200,4,-72,0.16,50,0,0,0,4,0,0,0,0,10,0
36,,Gandaki,Syangja,Prepaid,2070,890,5,22.25,29.28,21,50,3,-72,0.11,50,0,0,1,4,0,0,0,0,15,0
67,,Sudurpashchim,Kailali,Prepaid,2730,692,7,9.91,13.04,27,500,1,-74,0.29,45,1,24,1,3,0,0,0,0,25,0
55,,Bagmati,Kavre,Prepaid,780,510,6,4.33,5.7,18,500,4,-74,0.39,50,0,0,0,2,0,0,0,0,10,0
24,,Sudurpashchim,Kanchanpur,Prepaid,2460,626,5,9.83,12.93,21,50,3,-72,0.16,50,0,0,0,3,1,0,0,0,15,0
27,,Gandaki,Kaski,Prepaid,420,486,5,0.16,0.21,27,200,1,-74,0.41,50,0,0,0,3,1,1,0,0,25,0
67,,Bagmati,Lalitpur,Postpaid,3150,553,4,8.69,11.43,27,1000,1,-78,0.72,45,1,24,0,3,0,0,0,0,25,0
29,,Karnali,Surkhet,Prepaid,720,675,1,1.86,2.45,18,50,4,-76,0.44,50,0,0,0,1,1,0,0,0,10,0
65,,Koshi,Jhapa,Postpaid,3150,502,5,10.0,13.16,27,1000,1,-72,0.2,50,0,0,0,3,0,0,0,0,25,0
64,,Bagmati,Bhaktapur,Postpaid,3000,477,3,0.38,0.5,27,1000,1,-78,0.84,50,0,0,0,1,1,0,0,0,25,0
65,,Bagmati,Chitwan,Prepaid,2250,465,7,4.9,6.45,21,100,3,-72,0.21,45,1,24,0,4,0,0,0,0,15,0
70,,Bagmati,Kathmandu,Prepaid,1830,684,5,2.49,3.28,18,200,4,-76,0.44,50,0,0,0,3,0,0,0,0,10,0
23,,Bagmati,Bhaktapur,Prepaid,3120,558,3,7.18,9.45,27,500,1,-72,0.18,45,1,24,0,1,0,0,0,0,25,1
21,,Madhesh,Dhanusha,Prepaid,3240,649,3,7.4,9.74,18,50,4,-76,0.46,50,0,0,1,0,1,0,0,0,10,0
42,,Sudurpashchim,Kailali,Prepaid,2040,852,3,5.36,7.05,24,50,2,-74,0.23,50,0,0,0,2,0,0,0,0,20,0
30,,Sudurpashchim,Kanchanpur,Prepaid,1950,613,4,1.37,1.8,18,50,4,-76,0.49,50,0,0,0,1,0,0,0,0,10,0
37,,Madhesh,Parsa,Prepaid,1380,730,1,6.29,8.28,18,100,4,-74,0.27,50,0,0,1,0,1,0,0,0,10,0
18,,Koshi,Sunsari,Prepaid,1380,660,2,17.84,23.47,24,100,2,-82,0.91,45,1,24,0,4,1,0,0,0,20,1
68,,Bagmati,Lalitpur,Prepaid,510,841,5,13.9,18.29,27,50,1,-78,0.48,50,0,0,1,4,1,0,0,0,25,0
29,,Madhesh,Parsa,Prepaid,960,719,6,4.2,5.53,21,100,3,-80,0.69,50,0,0,1,3,0,0,0,0,15,0
44,,Karnali,Salyan,Prepaid,450,685,2,6.78,8.92,18,500,4,-74,0.29,50,0,0,0,4,0,0,0,0,10,0
64,,Gandaki,Tanahu,Prepaid,540,668,2,5.53,7.28,18,100,4,-74,0.3,40,2,24,1,3,0,0,0,0,10,1
55,,Madhesh,Parsa,Prepaid,60,490,3,7.74,10.18,27,100,1,-72,0.2,50,0,0,1,1,0,0,0,0,25,0
54,,Bagmati,Lalitpur,Prepaid,1620,559,6,1.83,2.41,21,50,3,-82,1.07,50,0,0,0,3,0,0,0,0,15,0
42,,Bagmati,Kathmandu,Prepaid,1110,797,7,9.12,12.0,24,200,2,-82,0.75,50,0,0,0,2,0,0,0,0,20,1
21,,Lumbini,Rupandehi,Prepaid,1800,499,5,7.97,10.49,21,50,3,-74,0.4,50,0,0,1,1,0,0,0,0,15,0
26,,Bagmati,Chitwan,Prepaid,1020,685,2,4.79,6.3,24,500,2,-74,0.29,50,0,0,1,1,0,0,0,0,20,0
53,,Bagmati,Kavre,Postpaid,1410,615,4,2.79,3.67,27,1000,1,-72,0.16,50,0,0,0,2,0,0,0,0,25,0
26,,Koshi,Morang,Prepaid,1350,641,6,1.35,1.78,21,500,3,-80,0.78,50,0,0,0,2,0,0,0,0,15,0
47,,Koshi,Jhapa,Prepaid,2340,623,4,2.83,3.72,24,100,2,-74,0.32,50,0,0,1,3,1,0,0,0,20,0
34,,Karnali,Surkhet,Prepaid,1230,573,5,42.69,56.17,24,50,2,-72,0.17,50,0,0,0,4,0,0,0,0,20,0
35,,Lumbini,Banke,Prepaid,2880,636,2,25.89,34.07,24,50,2,-84,1.1,45,1,24,0,0,1,0,0,0,20,0
54,,Lumbini,Banke,Prepaid,1470,663,4,6.26,8.24,21,50,3,-72,0.15,50,0,0,1,4,1,0,0,0,15,0
24,,Bagmati,Bhaktapur,Prepaid,3120,601,2,11.76,15.47,27,100,1,-78,0.66,50,0,0,0,4,0,0,0,0,25,0
68,,Bagmati,Kathmandu,Prepaid,2790,538,7,9.12,12.0,27,50,1,-76,0.56,50,0,0,0,4,0,0,0,0,25,1
42,,Koshi,Sunsari,Postpaid,1200,522,8,26.75,35.2,27,1000,1,-82,1.15,50,0,0,1,0,1,0,0,0,25,0
43,,Bagmati,Bhaktapur,Prepaid,1050,815,5,9.67,12.72,24,100,2,-76,0.37,45,1,24,0,0,1,0,0,0,20,0
24,,Gandaki,Kaski,Prepaid,1410,853,3,3.95,5.2,21,500,3,-78,0.47,50,0,0,1,1,0,0,0,0,15,0
48,,Koshi,Sunsari,Prepaid,570,673,6,0.14,0.18,24,500,2,-72,0.15,50,0,0,0,2,0,0,0,0,20,1
42,,Karnali,Surkhet,Prepaid,2850,491,5,20.53,27.01,18,100,4,-78,0.81,50,0,0,0,0,0,0,0,0,10,0
19,,Koshi,Sunsari,Prepaid,1230,611,1,10.38,13.66,21,200,3,-78,0.65,50,0,0,0,0,0,0,0,0,15,1
51,,Lumbini,Banke,Prepaid,2460,437,0,12.2,16.05,24,50,2,-76,0.68,50,0,0,0,0,0,0,0,0,20,0
39,,Gandaki,Tanahu,Prepaid,2010,532,7,33.08,43.53,24,200,2,-86,1.5,45,1,24,0,1,0,1,0,0,20,1
58,,Madhesh,Dhanusha,Prepaid,210,701,5,3.59,4.72,27,500,1,-74,0.28,50,0,0,1,0,1,0,0,0,25,0
47,,Gandaki,Syangja,Prepaid,3210,615,2,18.26,24.03,24,100,2,-72,0.16,50,0,0,1,1,0,0,0,0,20,0
68,,Madhesh,Dhanusha,Prepaid,2280,623,5,0.36,0.47,24,500,2,-78,0.64,50,0,0,1,4,0,0,0,0,20,0
51,,Bagmati,Lalitpur,Prepaid,720,603,8,20.52,27.0,21,50,3,-72,0.17,50,0,0,1,4,1,0,0,0,15,0
66,,Bagmati,Chitwan,Prepaid,1380,539,7,26.77,35.22,27,200,1,-72,0.19,45,1,24,1,2,0,0,0,0,25,0
54,,Bagmati,Bhaktapur,Postpaid,630,483,6,20.66,27.18,27,1000,1,-82,1.24,50,0,0,1,4,0,0,0,0,25,0
40,,Bagmati,Bhaktapur,Postpaid,3510,530,5,5.93,7.8,27,1000,1,-76,0.56,50,0,0,0,4,0,0,0,0,25,0
51,,Bagmati,Lalitpur,Prepaid,2010,616,5,1.35,1.78,18,100,4,-76,0.49,50,0,0,1,4,1,0,0,0,10,0
39,,Bagmati,Kavre,Prepaid,2970,422,3,6.34,8.34,18,100,4,-76,0.71,50,0,0,1,4,0,0,0,0,10,0
50,,Lumbini,Rupandehi,Prepaid,660,767,3,6.25,8.22,24,50,2,-86,1.04,40,2,24,0,3,0,0,0,0,20,1
21,,Koshi,Sunsari,Prepaid,2820,539,4,0.83,1.09,21,200,3,-76,0.56,50,0,0,0,0,0,0,0,0,15,0
51,,Bagmati,Kathmandu,Prepaid,2730,524,9,22.8,30.0,24,100,2,-74,0.38,50,0,0,1,1,1,0,0,0,20,1
60,,Karnali,Surkhet,Postpaid,840,615,3,15.17,19.96,27,1000,1,-80,0.81,50,0,0,1,0,0,0,0,0,25,0
24,,Bagmati,Lalitpur,Prepaid,330,554,7,8.89,11.7,21,200,3,-72,0.18,50,0,0,1,1,0,0,0,0,15,1
62,,Sudurpashchim,Kanchanpur,Prepaid,2070,745,4,2.07,2.72,24,500,2,-76,0.4,45,1,24,0,4,0,0,0,0,20,1
